age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,coffee_per_day,breaks_per_day,night_usage,distraction_score,addiction_level,productivity_score
36,6.543237455,5.434546502,4.574084779,6.434503218,306.733798,88.73212285,2.028536419,5.223108085,1,6.558603009,High,26.09406625
33,16,6.904561456,2.904881512,7.466531557,471.4993028,93.2281014,0.906199003,2.465368751,1,17.03744676,High,7.678439855
27,11.79745475,4.254967792,2.257102482,4.392958218,276.2706922,88.8331823,1.907730993,0.913453521,1,8.381027859,Medium,0
30,4.385994968,1.198311853,5.366131167,7.169053693,206.7961912,100,0,7.050595692,0,4.385820229,Low,100
16,5.818817004,2.010049007,0.521805923,6.717861962,279.2446055,90.87366063,0.473482208,0,0,7.01809695,Medium,0
24,9.631495684,5.317161486,5.114569483,7.507450692,224.3791402,94.64711678,2.021367751,1.388279542,1,7.817389221,High,27.92824583
31,11.87360105,6.372253776,8.072898637,5.391845856,143.3036576,99.79918931,1.624607204,4.707850803,1,7.851806172,High,54.00644658
32,8.591629501,6.759607524,3.394564075,5.721688833,166.8203624,90.01304226,1.030806295,1.160712325,1,6.765958583,High,10.02457719
33,2.203443661,0.531495543,2.567272545,6.907029463,102.493685,98.94777688,1.233473502,4.085142306,0,6.30313122,Low,70.97479338
27,9.533773226,7.157910591,4.468265489,8.593967648,188.8514046,100,0.285566758,3.911765607,1,8.79527398,High,22.52582507
23,4.587253863,2.675529134,3.139948789,5.411495272,265.3198345,100,2.59141989,2.079592415,0,6.201132348,Medium,11.03478163
23,6.211453595,,1.32464133,5.841073765,50.28526906,95.17437422,1.625977308,2.789461338,1,3.541828514,,18.94328685
32,11.81994066,3.839762378,7.083221878,6.582411503,,98.67522012,1.307828522,6.551577847,1,,Medium,70.61117319
,3.925318581,3.896202267,5.002046435,4.558437625,279.3269872,93.00037574,2.755610451,5.794238243,0,7.457232259,Medium,25.5355902
35,3.31910448,2.236213159,5.834308883,7.897426128,170.4593762,98.77867418,1.789390307,6.18934732,0,0.850342972,Medium,62.68533846
,6.050556759,2.740837493,1.370020212,6.590871841,94.11569633,97.61450869,0.700578141,6.283038606,1,5.769894323,Low,
22,11.16419943,7.361602935,4.35032422,4.366931138,175.8683235,90.20546353,1.41608736,1.810501873,1,5.37818586,,9.591266349
38,11.78228847,4.710968601,8.46274317,5.155263208,166.6353325,100,4.299031001,10.42081646,1,7.764727567,Medium,
20,5.740087607,2.558144596,3.194655549,3.988316969,159.0345096,100,2.569714416,2.281635988,0,7.292531463,Medium,39.79643008
25,6.306866575,3.878341305,7.626534309,9.129108493,63.31042512,96.19705231,1.700138319,,1,2.731145194,Medium,100
27,11.23577259,9.418765096,8.17239691,7.380866234,0,99.11559567,1.305912011,8.348228672,1,-1.485323267,High,29.12273249
16,2.433163789,0.858433671,1.22756022,6.212716195,256.0653238,95.95842306,1.614715857,2.852277219,0,2.404911355,Low,41.18440324
29,12.22599608,8.391643399,4.125423205,6.59932065,76.39506903,,0.4792385,2.547913769,1,7.528706579,High,
35,8.697637579,1.340305047,,5.111565982,,100,2.490329271,2.697847653,0,,Medium,36.38302965
23,3.40692688,1.169570575,6.296687509,9.059470536,229.5582395,100,,,0,5.625375835,Medium,80.41759291
18,1.961934261,1.829145601,4.960554668,6.274569263,123.1952256,100,0.525559211,5.35806162,0,3.926357617,Low,41.97021449
27,,4.365450366,4.117234683,,20.55342946,100,2.290882695,0.410029148,0,,Medium,20.48594558
21,3.244489117,,4.389043751,5.668951938,111.4406995,100,4.634524116,7.134805315,0,2.051394957,Low,64.54351604
,6.424350944,4.460304751,5.188914947,8.319919866,,99.29931918,,2.796368468,1,6.022408032,Medium,39.39669226
25,9.766363276,5.540040386,4.042228409,3.98968916,300.7150499,,2.554099283,0.929082094,1,10.10259774,,28.17822566
27,5.809896739,6.534780129,4.551875206,9.14208641,49.64076223,100,1.946042431,3.187677113,0,-0.413463132,High,43.14363786
35,11.17076896,4.751341057,2.809214228,5.237542046,246.4367824,92.48748491,5.50224769,0,1,11.16139332,Medium,16.01722346
38,11.07406184,8.104422653,3.050551092,9.176432746,165.2444104,89.48694678,2.147419779,1.986532835,1,10.70770731,High,
33,,10.55385313,,6.855936075,492.8301382,,1.751820128,1.656283477,0,,High,5.296734185
35,,3.46106401,7.603506,4.132907777,292.1865575,,,8.741069803,0,3.983632018,Medium,67.20050393
29,8.029525936,4.778232141,4.567578057,8.93073275,190.7004467,100,0.014928567,1.647782807,1,7.938397792,Medium,46.32063374
38,4.865893504,2.017088858,2.190212083,6.751118519,548.0310648,96.11643345,0.732128515,1.024291478,0,9.037699882,Medium,32.11324565
39,3.704164369,3.200307403,1.109329351,3.546121145,182.385052,100,1.8687956,4.405032748,0,7.499459538,Medium,15.98202807
25,10.2883789,8.31693816,2.486720408,3.538056831,203.658107,72.38408109,2.038179736,0.461918361,1,10.52507841,High,6.804779366
33,3.90949834,2.943461779,5.478021024,7.320836989,253.1023683,97.84099877,1.258019544,11.47477802,0,2.189670614,Medium,61.93907927
32,11.46339614,3.789957377,3.534338538,4.140344629,145.3774866,98.69920359,2.269813356,2.841123754,1,8.375375561,Medium,32.73398376
31,7.731654695,5.249916165,1.693340632,4.401079377,123.3566741,95.27517431,3.375022852,4.162932865,1,7.116249755,Medium,0
37,11.04286926,9.454760351,6.500131717,7.216230621,274.5159076,88.41945482,2.934431217,4.481898283,1,11.13903252,High,0
19,18.39952914,7.228705287,4.569995939,8.447543735,427.2416663,96.77508714,1.334011042,7.292091003,1,8.879404933,High,31.92436119
22,11.66729659,5.509554535,8.224702412,7.013473143,269.4742234,100,2.154361376,9.171880826,1,11.85962478,Medium,73.7007563
38,11.40243443,9.856777119,,5.172318271,231.5462209,56.88907923,,3.581237211,1,,High,10.86815117
19,10.82568471,5.441486724,3.558468183,4.544744892,14.81341535,96.90168168,,2.531594222,1,5.758269962,Medium,
36,4.695498075,1.931257722,,8.200825517,208.3046397,96.96436015,2.53911996,3.108760461,0,6.727132374,Low,36.94422991
29,8.665944015,8.345513061,3.698507378,7.931280542,76.28712948,100,2.45440521,4.408551974,1,6.554596522,High,25.52433788
26,5.419367157,2.133759037,8.490527719,8.721130549,42.15192179,100,2.424705358,5.68173579,0,4.089811586,Medium,
18,4.634293869,3.255327374,7.482404171,,36.99221036,99.28216312,0.348093376,9.333865687,0,-0.964292517,Medium,75.4277749
23,,2.419398914,4.541662062,3.768939036,280.44532,98.60019123,1.236353335,4.409230535,0,,,37.10495909
34,9.450484423,5.608617026,7.950477876,4.834283568,44.60422181,95.01687923,2.680717779,8.678693714,1,4.861975362,High,68.78828994
35,7.946106767,3.115069492,4.227525526,7.580677808,85.56318954,97.44106214,1.363826904,4.083971878,1,4.041729269,Medium,37.36878712
19,2.00805399,0.455812658,3.75094154,,47.37975396,100,0.936379545,4.172692123,,-0.991249108,Low,82.08445544
29,6.297569983,,7.531945306,8.124141506,152.1194815,99.01030677,0.789203847,6.622548429,1,4.324219229,High,100
15,4.411934799,3.581231502,6.8008923,6.619463578,111.6567932,100,0.210073976,3.092064269,0,2.970189581,Medium,56.96715461
23,15.70322917,3.822323916,4.02101635,6.33451952,594.2435432,100,0.709170852,,1,9.033910138,Medium,32.24083801
32,10.609363,3.659501829,6.159205404,7.583691605,,,0.904893632,,1,4.472326463,Medium,60.77431415
25,3.833512173,1.743879403,6.681334584,7.796569646,146.7095266,100,1.971320823,6.264484846,0,4.065223786,Low,79.6871542
38,11.3525497,9.474662466,,8.414727725,254.3432051,73.34194517,0,2.357740016,1,,High,11.96179359
27,4.597512136,2.32979226,7.651541763,6.287091115,118.8083291,97.70523428,2.998520141,7.757363447,0,4.812611171,Medium,100
19,3.391626582,4.012173844,3.349494051,6.336104409,53.37639222,100,0.331523701,2.411866264,0,5.178906217,Medium,37.9426986
34,7.842400448,4.813054005,3.492775003,7.627354511,220.0332065,100,1.404609784,2.77323873,1,5.648834297,Medium,35.30729914
17,9.112551353,5.120632104,5.624326236,7.156023459,89.39265995,96.98837094,1.563962713,7.598443861,1,4.776611082,High,25.09754985
29,4.902336344,4.800392567,0.829343667,5.800527286,111.9965984,86.40305336,0.023121864,1.494228819,0,6.386624374,Medium,0
35,,1.665567426,1.39856118,4.538014111,556.1999424,100,3.20520104,5.08154188,0,,Low,34.34880205
17,5.803442467,3.935737512,5.61042886,5.731899242,25.235458,100,2.774923899,7.323605459,0,-0.981747341,Medium,46.28155036
26,6.245362965,4.175704178,1.899552722,8.643074137,199.5138884,100,2.04367395,3.184817543,1,8.272689601,Medium,33.66275055
27,,,5.78866932,7.052397145,31.83824806,98.78777421,0.082659309,5.95469152,1,1.338505936,High,20.8994711
36,5.087548267,1.321066121,7.750966185,7.602095745,256.3289472,100,1.497436973,8.116410544,0,5.746001504,Low,100
29,3.557546451,3.226522082,5.605332635,,84.42261835,100,1.249154884,,0,,Medium,82.30812394
37,5.021928653,2.767671897,7.719736182,8.293875147,204.2580845,100,0.630986615,11.36554869,0,5.869398111,Medium,74.90288321
22,4.542148117,2.380406567,3.955271431,8.126309604,31.89922351,100,0.102032497,3.611355646,0,0.880393301,Medium,77.77424908
29,8.913040302,5.966339537,,8.791625914,165.7458038,100,0,2.603946852,1,8.665217741,High,10.88762451
23,10.15706002,4.032830084,7.974637658,7.721450146,215.3729239,98.57624658,0,4.789621874,1,6.56383427,Medium,100
29,2.639050626,1.416144586,5.742217115,7.231459706,298.7543026,95.6230398,0.507242605,7.869342356,0,4.609480057,,80.02816212
21,7.024933331,5.503286508,1.473281814,7.127015488,170.7169497,79.6961394,0.315401414,0,1,7.309292595,High,5.989122819
20,3.437218587,1.501193119,0,5.56110471,203.6985841,100,1.793681992,2.160515725,0,3.643833226,Low,17.0191522
,10.86788575,5.331744899,4.814667991,7.2547525,295.1779853,89.41152309,0.313459285,2.632732214,1,13.48956851,High,19.08075496
39,7.572833292,2.384732775,2.709103964,8.522422788,265.9150901,100,2.449928196,1.002942949,1,8.663225175,Medium,44.83389117
22,6.626402546,5.820536399,6.272146298,8.337643996,288.0873649,95.63748018,3.085646389,5.924752284,1,6.060783856,High,
34,7.610859645,1.521289035,5.459490583,8.656268044,184.1508625,99.45407719,0.986425334,6.921524017,1,5.051918671,Medium,65.71250302
33,5.624306357,2.698787098,7.003693358,5.671515716,,100,2.092615279,8.30288293,0,1.089188509,Medium,84.78907034
36,7.419706221,5.685568283,0.867483786,7.579554697,177.2472286,100,0.985071663,3.203831026,1,8.986207843,Medium,11.89656597
30,6.685062515,3.685272331,3.579774228,4.789162808,252.8448222,94.04857039,4.192160959,1.569870207,1,5.536460512,Medium,15.33749698
,8.727095754,,0,6.717321174,255.3107434,67.76204713,0.239020445,2.388411198,1,8.732195239,High,0
27,8.240167506,4.249543542,5.801078596,7.82563306,76.85774678,98.90370443,0.553270656,9.472579596,1,3.817894127,Medium,64.07461529
33,3.809301934,2.916605406,2.311695174,,31.86777842,94.73778924,0.550924951,3.58253759,0,4.933441521,Medium,31.03029353
39,9.356803669,8.54388776,6.081986517,4.713959183,268.0533159,80.25138577,4.311617964,6.686636443,1,10.21316009,High,7.15333379
29,11.23645332,5.224425602,7.444251885,5.4602891,327.0780779,92.65471505,2.906103693,8.57673169,1,8.446386174,High,63.01462181
35,2.797629491,0.871198853,7.753667949,5.026671087,89.40983775,99.02333241,4.016054236,6.90898632,0,0.922981857,Low,100
22,8.713257597,5.410331768,7.79493729,5.702207707,73.69469059,99.98902243,1.63305938,9.264196252,1,6.357550894,High,76.90934006
15,9.891053845,5.3113236,1.098197035,7.72486994,98.66249551,98.65842869,0.731172969,1.642573885,1,9.123871239,High,11.09532707
39,9.991893209,4.388984526,2.393139066,8.324373179,218.630543,100,,2.095053273,1,10.0441393,Medium,12.78658445
20,5.430050636,1.717943534,8.046647452,6.649938681,135.3088708,100,1.349818951,,0,4.561206196,Low,89.27171557
23,,1.67437542,4.912370347,7.431805745,202.2193737,100,0,6.50784823,0,,Medium,52.8468589
28,11.51989656,5.338646589,6.673762221,8.793888302,205.9845406,97.2240197,1.316097423,3.030941146,1,11.53411845,High,
21,7.801628041,6.527299711,8.161430886,6.725476343,251.2008845,100,1.206376157,10.78573494,1,5.986108037,High,24.60975721
37,8.905900985,6.392058207,1.76565421,8.203615867,156.0432076,93.07690742,0.212292659,1.51019268,1,8.16352032,High,10.91148378
15,11.89401294,9.2568625,1.022375119,5.694961526,197.1704576,61.30406102,0,0,1,10.93709957,High,0
27,14.64650793,8.276551725,7.007171176,6.733767975,441.9043,100,0.607550714,10.44367685,1,11.3165039,High,22.03452807
24,9.252165674,4.273091983,1.82283505,6.910990377,157.4498345,100,1.095113308,2.616518584,1,7.126033611,Medium,33.73352858
25,6.772553117,2.620250682,2.044273028,,185.2125011,98.20336348,2.377868005,1.170020237,1,6.883994603,Medium,48.24577635
37,11.50468577,4.820857391,4.464784069,8.119496156,,100,,2.493052027,1,,High,34.22164756
18,9.927649535,2.480770447,1.492731142,6.235328103,184.0212822,100,2.601448046,1.641417709,1,8.117961952,Medium,16.65651325
38,10.12808604,6.184224422,5.831300548,8.268521073,,96.6974374,0.172369532,11.05588542,1,,High,42.42694839
23,10.38324841,7.730396041,3.064262245,6.145041809,146.7536073,85.99972146,,,1,5.553139866,High,3.842593826
,,8.8289296,1.300478952,6.784300215,252.5522155,69.77361227,1.521952185,0.823707021,1,7.336618226,High,6.914351685
15,11.5726522,6.278127531,6.238057102,6.266453775,269.2481261,98.96600405,3.703726309,8.750824742,1,8.126888908,High,15.32584551
15,2.463741589,2.194829634,3.28979018,6.304149403,165.2955574,97.27583372,1.717247949,2.59784259,0,5.039338723,Medium,35.79897285
16,6.917085116,4.256157578,7.086290971,5.988305348,227.4552918,100,1.106796043,3.320935288,1,7.565115346,Medium,71.52900726
31,9.128230323,2.352934454,,8.413164983,276.0615664,95.82953254,1.205859641,3.411235374,1,,Medium,60.87807283
38,4.011480079,1.559965423,7.774937024,3.278072228,162.6503677,96.59968935,3.88031873,8.53827977,0,4.749889299,Low,67.11878448
36,10.89469729,6.944802881,5.189711508,7.63386149,271.4321057,93.47435637,0.491201145,8.610340424,1,9.83115587,High,40.88057824
37,8.417907039,6.616923693,0.547568661,4.755061903,21.55021764,73.54127454,2.819449118,2.007260688,1,3.439659452,High,0
29,4.558813573,2.059072109,7.383213703,6.841554537,326.9512716,100,0.036608295,6.268322408,0,4.713154913,Medium,90.99821402
24,7.171537507,2.653070535,3.39631542,5.757936198,69.91029506,100,2.480795604,0.609575444,1,1.440843576,Medium,38.60485587
35,7.412895184,4.57715091,5.632770148,8.722121964,191.4479621,94.6832946,3.248287665,8.425664499,1,5.391233204,High,61.32059676
38,6.170004935,3.930666928,,8.622285871,25.66507182,99.49408185,0.61643736,1.946031914,1,,Medium,53.85742018
17,8.377889841,6.487388395,,7.224415493,67.97138647,76.31828367,0.678320817,0,1,5.805402732,High,12.50912543
33,11.10590745,8.265543642,2.67041646,6.689361219,131.5873498,92.49253548,0.375673499,1.307166183,1,7.429469757,High,17.08384929
15,7.017596394,4.299289396,7.520857178,4.707573791,41.56404502,99.19709101,4.159351505,7.585535776,1,-0.026928949,Medium,77.99575457
28,9.446851251,6.020251152,,8.842193024,83.1506374,99.75750698,1.05191374,4.202969657,1,,High,16.36701759
36,8.305966931,5.718784725,5.924474607,5.3682754,178.9511843,97.76515318,3.451284032,8.514173136,1,4.303746997,Medium,71.90140165
27,8.07679729,,2.874110799,8.429465854,102.7948115,100,2.414033457,5.703772468,1,5.473286573,High,5.157807953
34,12.52641013,6.41831506,7.094805839,7.935413695,18.22151139,96.14926173,2.378425069,9.613283115,1,6.505228346,High,72.74340783
34,7.539683157,3.988071183,0.120579706,7.945467612,258.0519352,83.54079803,0,0.56054488,1,8.979369311,Medium,1.852975038
38,3.408296808,0.808819821,4.506563153,6.514774899,105.007568,100,2.31560245,0.900306413,0,0.838452587,Low,63.76986141
37,10.56288487,6.672636328,8.105838001,4.683428958,295.1227421,99.24591861,2.58363282,9.926208293,1,10.36946676,High,33.41099556
32,4.113205393,1.705123342,0,5.762943214,173.4419246,92.17819205,2.621846779,2.539153594,0,2.846330302,Low,10.72830915
27,3.368260894,2.740135052,6.877667775,6.151551909,72.04897225,94.56494939,2.465063209,5.021371788,0,4.545905726,Medium,67.3281363
26,11.1793263,8.649805674,2.534594716,6.779170943,19.76688118,81.58547315,1.25831646,1.744561081,1,5.789091152,High,
34,5.400026757,4.405834545,3.931236731,6.672252636,80.72109016,97.12184548,1.860833398,2.328994241,0,2.628244818,Medium,37.85314017
27,8.559593145,3.858124123,0.397123343,4.672609995,85.56072647,,3.791400307,0.651704824,1,3.039109523,Medium,0
24,9.949386963,1.620973019,4.703346901,7.084603514,179.4972373,100,1.10486365,1.666003008,1,4.849677436,Medium,39.57174554
19,7.256447133,4.553149472,3.30228802,7.629480476,63.73633789,99.84762497,0.898759671,2.015548872,1,3.808077609,Medium,12.38382709
26,8.113452007,5.968939997,6.548952929,7.329888626,224.3652063,95.78573038,0,8.500596341,1,10.36483911,High,51.5418808
29,9.756360716,2.661725012,4.050780167,4.954769354,,100,3.240934532,4.864332364,1,6.057148842,Medium,47.8363415
15,10.5133959,5.982973655,6.587213829,8.417827728,42.84600804,97.05677053,2.007111841,4.149482404,1,4.831573132,High,70.99923809
28,7.026792906,5.305660856,7.677133166,5.882744366,225.3767161,98.35248684,2.653171076,4.850880266,1,6.490004425,High,55.71715126
30,6.082057428,5.023693953,3.601848409,7.643451765,267.1151819,91.78345132,0.286295232,2.186654065,1,12.03086202,High,27.54729626
25,10.61992749,,0.651847329,6.699074497,272.2332703,66.65848302,0.693101219,0.221680754,1,9.676294159,High,0
17,3.891545706,3.288959601,5.766328281,5.971118963,79.30768365,98.93583925,2.576041894,5.127403367,0,4.932963311,,51.68058441
24,7.173750361,4.216156832,,5.388912726,113.174827,96.05949415,0,2.401981941,1,,Medium,52.02516928
22,4.303017826,3.981890726,6.221421393,7.576558304,327.9599774,,3.199770274,3.563082067,0,5.437056166,Medium,80.23014219
15,,2.102071278,6.938767465,,293.6998874,100,2.040837378,5.07910351,1,6.832850988,Medium,67.98205382
31,7.655609365,4.480071456,4.172583821,8.261287726,,99.89932918,0.119850564,1.756894544,1,,Medium,58.18111588
29,7.172748256,5.032169875,6.747858597,8.430078193,168.1241341,100,0,8.386953394,1,6.048526125,High,96.35206534
24,6.530521393,4.998234208,5.879888825,5.279993608,102.1903486,93.30325561,1.291436849,7.181704107,1,-1.1028665,Medium,47.52695727
24,8.562387695,6.173387225,2.633924789,,,100,0.973493871,,1,,High,17.45388335
30,3.608464815,,5.277572678,6.334198154,257.5667695,97.94344033,1.701102758,3.450973121,0,4.174801607,Low,53.72198084
,4.146775847,4.402532333,4.202479572,6.45333678,,100,1.079834848,1.178959043,0,,Medium,34.8156034
37,10.52621101,5.586004784,4.185215752,5.399155933,,94.96282441,4.071927323,3.946351993,1,2.152250998,High,4.323735709
35,3.766795684,2.574204762,4.570001447,7.485464785,127.2256942,98.31383971,2.360271348,3.911385379,0,2.327303483,Medium,51.03925291
20,2.079032095,0.114397581,0.395755577,4.751101155,21.24523464,94.96663121,0.878503015,5.002884093,0,0.312479933,Low,0
26,16,,3.434648384,7.246664294,282.2552449,100,0,1.913362973,1,11.76144874,Medium,39.00994395
23,5.172520287,2.084059345,1.60822777,8.829796336,293.6635674,100,0.940232603,4.161615387,0,4.699849071,Medium,0
21,9.910641743,,3.395179454,,131.5605595,93.0192232,0,4.95372965,1,6.764277781,High,5.962757987
38,6.14176958,,7.103079834,4.302762562,140.3493597,100,3.813833449,4.984135666,1,2.163690518,Medium,40.70056268
16,11.69966926,5.278666371,5.530191594,9.27779617,292.6324236,100,0.065416453,7.421216815,1,6.773354796,Medium,50.54077246
35,5.750008672,1.27250761,7.796180657,6.929866325,140.4683944,100,1.553040178,6.873848538,0,-0.218036465,Low,85.33247531
36,10.54731583,6.245794922,2.836618682,6.531341125,277.2790509,93.63427423,1.115362074,2.36067518,1,8.420102352,,5.019471294
35,6.837205683,3.284539295,7.801529401,,243.4443702,,0.326390719,8.314297264,1,6.029305905,Medium,
33,16,5.984519786,5.398592983,8.484961402,520.7591333,98.10970988,1.039047441,6.186985188,1,15.67258386,High,25.30244242
31,7.395256883,4.19506387,5.001280566,8.639556451,13.23215989,98.48842361,2.432436668,0.260514876,1,-0.437193602,Medium,40.31377461
39,5.275226295,1.190694747,0.651529785,7.249099386,133.4022403,100,0,1.951387183,0,3.333491632,Medium,39.61477536
27,14.59762004,9.030892075,7.117464357,6.091247335,487.4025459,96.19780327,0.648379028,6.785522559,1,11.45831844,High,17.74861189
19,9.703220144,3.189446422,6.739926297,8.893673538,32.36681091,100,1.535398545,5.694930513,1,5.751224365,Medium,88.65829104
36,,2.5975998,1.715519729,7.619305712,196.5567676,99.06412537,0,0.078206418,0,,Medium,32.03687739
24,3.169725809,0.989836384,2.391541766,5.753630335,186.7985719,94.0373181,0.399964564,1.157085478,0,7.441200986,Low,47.76209871
16,7.892057034,3.489229788,8.338032341,5.359677666,226.3652754,98.62701434,1.924239086,6.162556097,1,4.792229096,Medium,82.39988675
18,5.725337945,2.023121831,6.078676413,6.862393133,263.1613076,98.96483589,0,5.465178153,0,8.896511332,Medium,66.72438229
25,11.82454379,8.562412221,3.234732348,6.751498308,226.9149256,,1.679181842,4.005767544,1,10.29414646,High,0
17,10.21104336,9.523564902,5.162522661,7.057036458,93.39154655,100,2.106144301,7.661162262,1,3.780284795,High,21.51819313
35,9.895569429,5.309551499,6.649318622,7.927325398,187.4819139,100,0.171894452,4.005893257,1,5.445589722,High,73.32860584
32,2.571013968,1.840184088,6.865342037,3.750870641,144.5840434,100,1.458270271,9.448994136,0,1.773623806,Low,61.88803462
31,12.41795039,8.916048562,,5.135783118,217.7261715,58.15811679,1.136295537,2.163114299,1,,,0
34,9.777433803,,4.455275642,5.470228613,104.9441333,99.82492192,0.243345925,0.472285909,1,6.376826153,Medium,46.91618511
28,3.148258214,0.867733816,2.542957893,7.352019866,121.6779704,98.95585589,0,4.410553855,0,3.241228334,Low,30.2958772
35,8.261082934,6.136384702,0,,195.5698626,70.13391857,3.291571581,0.150437194,1,7.344897407,High,9.478171952
24,9.599726812,5.334651032,3.424943117,7.213429305,187.2099956,90.30946644,2.256765683,1.29261628,1,,High,25.89035198
,6.380640536,5.531969535,4.096261327,7.200835718,,98.1143211,2.335983183,2.892558009,1,,High,59.50687635
32,10.58220594,3.958694525,6.779276964,7.30158726,124.0400257,100,1.149212301,,1,5.396064284,Medium,61.21875876
38,8.701992841,5.486066794,6.763439298,4.603067041,,100,4.672941662,6.880452631,1,,,3.336546069
18,11.78148279,5.537346258,5.267090482,,6.496201612,,0,7.728137284,1,4.214137468,Medium,50.2310103
39,4.948486481,3.686231249,7.070468494,4.633805884,37.29176008,100,1.27803798,8.377504513,0,-1.625908754,Medium,64.13195771
21,6.410036319,3.119497255,0.54062043,4.436735991,148.8880993,95.26395071,3.620482804,1.338229394,1,4.014399089,Medium,17.91950791
38,10.43989455,5.295149627,6.019429681,7.385455209,,100,0.900347947,7.409414738,1,,High,34.18956857
30,9.954878351,6.631814166,2.184244392,6.671275638,271.1076815,80.97154243,1.258830784,3.009886093,1,6.443481431,High,0
31,8.014994582,4.28679678,2.625053547,6.004431339,148.0303528,94.51784911,0.9088213,1.96858731,1,6.724141601,High,38.63739536
20,7.188873329,3.724370266,5.71489758,9.112744574,132.4570612,96.65021068,1.100513072,7.424735807,1,5.214157709,Medium,80.18692927
22,4.493847063,2.474154853,2.672474932,4.712549365,112.5275539,,0.291247451,2.306304201,0,5.721180089,,37.52059096
28,2.03664999,1.220417003,5.339522902,6.475245316,304.3841084,100,0.088429426,7.169640206,0,6.237711632,Low,85.19393878
22,11.93138372,7.021386649,,6.738548003,237.9967442,99.45330386,0.964222554,,1,,,61.05206682
36,4.446631114,2.208072131,6.569244745,,306.258236,98.87006994,0,7.744386447,0,6.856998553,Low,72.10120636
18,6.366855633,4.902644963,4.290691738,4.665500372,35.43702381,90.79456183,1.774993917,3.544193768,1,5.300670135,High,8.641166295
16,10.45737635,5.545059334,,5.454344913,247.1734538,89.54257091,2.864459381,1.737604976,1,,High,7.924588198
31,10.57407639,,7.370946922,7.706446624,211.3047471,97.74629704,1.671055879,10.06895267,1,10.38582955,High,56.63700863
37,6.45509204,6.045754641,6.293585026,7.022309219,70.90409321,96.23267307,0,6.452092368,1,2.807227405,High,58.44038061
35,9.662469901,4.277827766,6.232723182,5.001698818,165.1770791,100,3.35084192,4.545400799,1,7.060747258,,41.68306053
18,8.40659186,1.248653679,1.617921736,4.019936388,235.1721108,86.88384423,2.519457489,3.944067024,1,7.683008549,Medium,4.298140948
18,3.256902987,2.123119187,2.483186858,,51.33228557,100,0,1.194820902,0,2.22964833,Medium,34.49996451
19,3.207886625,2.163827163,2.951854795,8.303564978,119.1626219,,0,0.096980057,0,3.531614125,Medium,52.6118083
,,3.373779894,7.921075448,5.194655661,52.0605701,100,2.701853075,9.567352406,1,-0.468651135,Medium,62.56821951
31,9.095380341,5.717808896,3.259332272,7.087229208,240.7374333,92.09586583,1.70768464,4.674452968,1,8.098352276,High,2.803609787
16,10.13472827,6.342381119,4.356019167,8.186593385,105.0881425,100,0.295899531,7.91448305,1,7.642066683,High,43.94808141
26,10.88573041,7.966269957,3.461516055,6.703208383,220.7242724,,2.310391371,3.584458308,1,6.118517338,High,7.747207971
,1.138644275,2.117408161,7.47267554,4.963397903,218.7298853,100,4.644862743,9.40682346,0,0.72943388,Low,64.42411527
18,2.299011672,1.033992525,4.515991838,5.770682774,85.14487814,99.11931546,2.632357412,1.252040873,0,3.808900453,Low,
27,9.739233238,7.491137074,6.194864476,3.112495958,237.28672,95.78757677,1.896916344,6.917477123,1,10.44314784,High,7.341763979
20,2.653518226,2.36978362,2.972695594,7.356495067,91.80385343,100,3.705262662,5.032544964,0,1.029490214,Medium,
27,4.923781964,1.828328413,0.743803421,3.361376141,,88.37819872,4.929971175,0,0,,Low,15.11649516
34,9.044512706,6.77550098,7.09630819,5.849051906,131.7664981,93.90669747,2.605116038,5.449620568,1,4.872588977,High,43.67029556
34,5.315764508,1.405501217,6.909389524,9.011192476,92.9865707,,2.075959272,6.230162314,0,4.798748732,Medium,76.29174452
31,4.58234047,4.90851393,2.301109158,6.140735989,,98.80111865,0,4.63360005,0,,Medium,19.7580962
19,9.243937938,3.511194607,1.955996657,5.176706313,91.0803077,100,1.01635458,4.072821108,1,5.09948367,Medium,0.476735589
20,5.862612151,3.730472104,6.673789835,8.119516916,,100,,5.412538825,0,,Medium,66.23416785
36,5.54693438,3.462290122,1.009710723,4.799799393,,88.66734288,3.668782682,4.385338022,0,,Medium,0
20,9.885631463,7.948417438,0,6.332176894,90.76553353,77.2701822,0,1.657751971,1,5.762208815,High,0
,11.68117218,8.869049889,0.343404678,4.502655422,143.0465816,68.26433331,3.200929431,4.726900364,1,8.864293042,,6.52787689
,9.062944859,6.505148836,,7.275923814,67.94090714,,1.363187217,2.971253367,1,,High,34.36248179
,8.796079851,,7.46128444,5.553418894,133.5715076,96.15337131,1.187822143,4.973217666,1,2.444160079,Medium,56.26036989
,3.567526824,2.00779409,1.789463364,6.791874295,250.6435146,,1.410215397,2.343078196,0,4.838620206,Medium,
38,3.108038823,1.752965404,0.662513689,8.073806787,30.12858788,100,3.593307829,2.065145305,0,3.142938706,Medium,
29,11.25719604,3.696701865,6.188200886,8.812449725,138.7175873,99.7005711,1.809756868,6.838818009,1,8.040389439,Medium,61.82544149
37,9.142233152,5.17575805,7.188665045,,234.3887881,99.88568213,2.297907637,5.972439311,1,7.525404178,High,53.16898018
36,4.048065658,,2.923638578,8.695509244,83.80351781,100,0.810843278,2.638260808,0,2.589569209,Medium,9.014755747
